timestamp,symbol,in_universe,has_volume_slots,exists_in_polygon,polygon_name,classification
2025-11-14 11:16:44,MSPO,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:44,NGLPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:44,AHLPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:44,CODIPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:44,FSSL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:45,HIGPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:45,RFPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:45,SCEPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:45,VNOPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:45,CYPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,PSAPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,FOURPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,PSAPS,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,VNOPO,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,TWOPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:46,ALLPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:47,SCHWPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:47,WFCPZ,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:47,MSPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:47,MSPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:47,GDVPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:48,BMLPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:48,FLGPU,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:48,BIPPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:48,DXPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:48,SOMN,t,t,false,"N/A",FANTASMA
2025-11-14 11:16:49,WFCPY,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:49,UMHPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:49,CFRPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:49,OTH,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:49,CD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:50,COFPN,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:50,SEALPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:50,NEEPT,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:50,INNPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:50,VNOPN,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:51,HERE,t,t,false,"N/A",FANTASMA
2025-11-14 11:16:51,ASBPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:51,CMREPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:51,MITTPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:51,PCGPX,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:51,NLYPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:52,BACPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:52,GABPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:52,BHRPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:52,AHLPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:52,BEX,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:53,MSPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:53,RITMPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:53,RLJPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:53,METPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:53,JXNPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,MDVPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,FPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,NCZPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,BEPPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,DLRPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:54,AHLPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:55,CIMPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:55,OPPPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:55,USBPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:55,GAMPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:55,OAKPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:56,BACPS,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:56,CIMPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:56,SACHPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:56,NEEPS,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:56,GNLPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:57,BWPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:57,BFSPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:57,CIMPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:57,MFAPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:57,BACPO,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:58,CODIPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:58,PMTPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:58,BPACU,t,t,false,"N/A",FANTASMA
2025-11-14 11:16:58,WBSPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:58,TRTNPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:58,FISV,t,t,false,"N/A",FANTASMA
2025-11-14 11:16:59,NLYPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:59,CODIPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:59,MSPP,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:59,KEYPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:16:59,SCEPN,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:00,FHNPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:00,NCVPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:00,PSAPI,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:00,PTN,t,t,false,"N/A",FANTASMA
2025-11-14 11:17:00,MTBPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,DRHPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,PSAPQ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,ECFPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,MSPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,GNTPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:01,RFPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:02,WRBPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:02,USBPQ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:02,SCEPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:02,GSPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:02,TWOPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:03,PMJA,t,f,false,"N/A",FANTASMA
2025-11-14 11:17:03,USBPR,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:03,MTBPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:03,METPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:03,KIMPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:04,AGMPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:04,TFCPR,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:04,COFPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:04,PEBPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:04,FBRTPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:05,DLNGPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:05,SNVPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:05,EFCPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:05,NSAPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:05,CFGPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:06,CMSPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:06,LOBPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:06,AMHPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:06,PSAPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:06,POAS,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:07,SLGPI,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:07,GLOPPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:07,SFPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:07,GLOPPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:07,AXIAP,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:08,WALPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:08,PCGPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:08,TYP,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:08,JPMPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:08,WBSPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,STTPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,ACPPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,PSAPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,GSPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,TDSPU,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:09,NEEPU,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:10,PSECPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:10,MERPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:10,USBPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:10,PEBPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:10,AGMPF,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:11,PRIFPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:11,DVRE,t,f,false,"N/A",FANTASMA
2025-11-14 11:17:11,TDSPV,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:11,GPUSPD,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:11,BMNZ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:12,HPEPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:12,CIMPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:12,NLYPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:12,BACPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:12,RITMPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:13,GSLPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:13,REXRPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:13,KREFPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:13,BHRPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:13,PHXEP,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:14,RITMPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:14,FLGPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:14,TFCPI,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:14,VNOPM,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:15,WHLRL,t,t,false,"N/A",FANTASMA
2025-11-14 11:17:15,KEYPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:15,ARRPC,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:15,HWMP,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:15,EPEM,t,f,false,"N/A",FANTASMA
2025-11-14 11:17:16,GGTPE,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:16,SPNTPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:16,ARESPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:16,WFCPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:16,GABPG,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:17,SCEPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:17,AVX,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:17,SFPB,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:17,PEBPH,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:17,DBRGPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:18,GNLPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:18,JPMPL,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:18,RIVPA,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:18,BKPK,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:18,ALLPJ,f,f,false,"N/A",FANTASMA
2025-11-14 11:17:19,PBIPB,f,f,false,"N/A",FANTASMA
